index,code,country_code,total_pop,destination,destination_code,origin,origin_code,total_mig,life,gni,major1,major1_perc,major2,major2_perc,remit
13421,422,LBN,5805962,Lebanon,422,World,900,1422583,77.817,11298.88724,Muslims,0.678947368421053,Christians,0.278947368421053,5800000000
164,246,FIN,5619911,World,900,Finland,246,181834,81.91,57067.63693,Christians,0.723327305605787,,,748914874
16498,246,FIN,5619911,Finland,246,World,900,514432,81.91,57067.63693,Christians,0.723327305605787,,,748914874
81,430,LBR,5612817,World,900,Liberia,430,145919,62.163,1537.85939,Christians,0.852427184466019,,,
9643,430,LBR,5612817,Liberia,430,World,900,72423,62.163,1537.85939,Christians,0.852427184466019,,,
170,578,NOR,5572279,World,900,Norway,578,120891,83.308,112710.0211,Christians,0.713754646840149,,,
17454,578,NOR,5572279,Norway,578,World,900,1012404,83.308,112710.0211,Christians,0.713754646840149,,,
157,703,SVK,5422069,World,900,Slovakia,703,389909,78.341,36792.98874,Christians,0.736263736263736,,,
15366,703,SVK,5422069,Slovakia,703,World,900,323991,78.341,36792.98874,Christians,0.736263736263736,,,
166,372,IRL,5395790,World,900,Ireland,372,714405,82.412,90884.63459,Christians,0.813253012048193,,,
16968,372,IRL,5395790,Ireland,372,World,900,1216237,82.412,90884.63459,Christians,0.813253012048193,,,
51,140,CAF,5330690,World,900,Central African Republic,140,905808,57.408,1099.860681,Christians,0.906560636182903,,,
7387,140,CAF,5330690,Central African Republic,140,World,900,94556,57.408,1099.860681,Christians,0.906560636182903,,,
261,554,NZL,5287500,World,900,New Zealand,554,679772,82.088,47259.60137,Unaffiliated,0.512820512820513,Christians,0.402366863905325,598191538
26922,554,NZL,5287500,New Zealand,554,World,900,1467989,82.088,47259.60137,Unaffiliated,0.512820512820513,Christians,0.402366863905325,598191538
139,512,OMN,5281538,World,900,Oman,512,17095,80.031,36096.04123,Muslims,0.81858407079646,,,
13455,512,OMN,5281538,Oman,512,World,900,2283366,80.031,36096.04123,Muslims,0.81858407079646,,,
83,478,MRT,5169395,World,900,Mauritania,478,91705,68.484,6267.470808,Muslims,0.991304347826087,,,
9800,478,MRT,5169395,Mauritania,478,World,900,195937,68.484,6267.470808,Muslims,0.991304347826087,,,
230,188,CRI,5129910,World,900,Costa Rica,188,50982,80.799,23417.21315,Christians,0.878727634194831,,,724796054
23175,188,CRI,5129910,Costa Rica,188,World,900,628404,80.799,23417.21315,Christians,0.878727634194831,,,724796054
137,414,KWT,4897263,World,900,Kuwait,414,167850,80.405,56612.04699,Muslims,0.802272727272727,,,
13354,414,KWT,4897263,Kuwait,414,World,900,3323191,80.405,56612.04699,Muslims,0.802272727272727,,,
236,591,PAN,4515577,World,900,Panama,591,194816,79.594,34384.56813,Christians,0.911421911421911,,,
23860,591,PAN,4515577,Panama,591,World,900,477749,79.594,34384.56813,Christians,0.911421911421911,,,
177,191,HRV,3866200,World,900,Croatia,191,826166,78.58,41379.89027,Christians,0.908860759493671,,,6739238331
18262,191,HRV,3866200,Croatia,191,World,900,527831,78.58,41379.89027,Christians,0.908860759493671,,,6739238331
133,268,GEO,3699557,World,900,Georgia,268,496486,74.496,20752.57009,Christians,0.881578947368421,,,4058448979
13072,268,GEO,3699557,Georgia,268,World,900,81582,74.496,20752.57009,Christians,0.881578947368421,,,4058448979
31,232,ERI,3535603,World,900,Eritrea,232,912792,68.624,2029.070062,Muslims,0.516717325227964,Christians,0.468085106382979,
6513,232,ERI,3535603,Eritrea,232,World,900,12512,68.624,2029.070062,Muslims,0.516717325227964,Christians,0.468085106382979,
104,496,MNG,3524788,World,900,Mongolia,496,175596,71.734,14787.08237,Buddhists,0.51063829787234,Unaffiliated,0.407294832826748,527686176
11303,496,MNG,3524788,Mongolia,496,World,900,22589,71.734,14787.08237,Buddhists,0.51063829787234,Unaffiliated,0.407294832826748,527686176
250,858,URY,3386588,World,900,Uruguay,858,263285,78.138,28649.82199,Unaffiliated,0.523529411764706,Christians,0.444117647058824,136121983
25365,858,URY,3386588,Uruguay,858,World,900,160064,78.138,28649.82199,Unaffiliated,0.523529411764706,Christians,0.444117647058824,136121983
220,630,PRI,3203295,World,900,Puerto Rico,630,1948223,,,Christians,0.88719512195122,,,
22472,630,PRI,3203295,Puerto Rico,630,World,900,223323,,,Christians,0.88719512195122,,,
176,70,BIH,3164253,World,900,Bosnia and Herzegovina,70,1608324,77.85,19827.48588,Muslims,0.536363636363636,Christians,0.445454545454545,3124315487
18235,70,BIH,3164253,Bosnia and Herzegovina,70,World,900,34120,77.85,19827.48588,Muslims,0.536363636363636,Christians,0.445454545454545,3124315487
129,51,ARM,3033500,World,900,Armenia,51,637604,75.683,20220.72319,Christians,0.972318339100346,,,1278216269
12723,51,ARM,3033500,Armenia,51,World,900,274645,75.683,20220.72319,Christians,0.972318339100346,,,1278216269
70,516,NAM,3030131,World,900,Namibia,516,40371,67.385,10916.60872,Christians,0.904761904761905,,,
8638,516,NAM,3030131,Namibia,516,World,900,116035,67.385,10916.60872,Christians,0.904761904761905,,,
169,440,LTU,2888278,World,900,Lithuania,440,459268,76.025,41916.46579,Christians,0.921428571428571,,,
17261,440,LTU,2888278,Lithuania,440,World,900,175194,76.025,41916.46579,Christians,0.921428571428571,,,
140,634,QAT,2857822,World,900,Qatar,634,19821,82.368,105353.268,Muslims,0.760714285714286,,,
13488,634,QAT,2857822,Qatar,634,World,900,2337000,82.368,105353.268,Muslims,0.760714285714286,,,
217,388,JAM,2839175,World,900,Jamaica,388,1248512,71.479,10056.98531,Christians,0.685512367491166,Unaffiliated,0.236749116607774,3564377716
22347,388,JAM,2839175,Jamaica,388,World,900,24007,71.479,10056.98531,Christians,0.685512367491166,Unaffiliated,0.236749116607774,3564377716
77,270,GMB,2759988,World,900,Gambia,270,72452,65.86,2812.017602,Muslims,0.968253968253968,,,529052514
9306,270,GMB,2759988,Gambia,270,World,900,236137,65.86,2812.017602,Muslims,0.968253968253968,,,529052514
56,266,GAB,2538952,World,900,Gabon,266,61160,68.337,18854.06151,Christians,0.836206896551724,,,
7595,266,GAB,2538952,Gabon,266,World,900,449746,68.337,18854.06151,Christians,0.836206896551724,,,
67,72,BWA,2521139,World,900,Botswana,72,16731,69.163,16983.77103,Christians,0.822784810126582,,,128298940
8481,72,BWA,2521139,Botswana,72,World,900,116402,69.163,16983.77103,Christians,0.822784810126582,,,128298940
154,498,MDA,2402306,World,900,Republic of Moldova,498,864257,,,Christians,0.993485342019544,,,
15170,498,MDA,2402306,Republic of Moldova,498,World,900,188207,,,Christians,0.993485342019544,,,
174,8,ALB,2377128,World,900,Albania,8,1216628,79.602,17627.39404,Muslims,0.745644599303136,,,2274440593
18161,8,ALB,2377128,Albania,8,World,900,46377,79.602,17627.39404,Muslims,0.745644599303136,,,2274440593
69,426,LSO,2337423,World,900,Lesotho,426,246938,57.375,3029.3857,Christians,0.973214285714286,,,
8595,426,LSO,2337423,Lesotho,426,World,900,15039,57.375,3029.3857,Christians,0.973214285714286,,,
80,624,GNB,2201352,World,900,Guinea-Bissau,624,103999,64.085,2403.059237,Muslims,0.562189054726368,Christians,0.218905472636816,206107624
9609,624,GNB,2201352,Guinea-Bissau,624,World,900,15064,64.085,2403.059237,Muslims,0.562189054726368,Christians,0.218905472636816,206107624
188,705,SVN,2127400,World,900,Slovenia,705,78808,81.603,46360.80779,Christians,0.657142857142857,Unaffiliated,0.323809523809524,907209654
19369,705,SVN,2127400,Slovenia,705,World,900,315122,81.603,46360.80779,Christians,0.657142857142857,Unaffiliated,0.323809523809524,907209654
55,226,GNQ,1892516,World,900,Equatorial Guinea,226,136825,63.707,12762.46845,Christians,0.883720930232558,,,
7566,226,GNQ,1892516,Equatorial Guinea,226,World,900,248930,63.707,12762.46845,Christians,0.883720930232558,,,
168,428,LVA,1866124,World,900,Latvia,428,161014,76.19,37997.82233,Christians,0.773684210526316,,,
17060,428,LVA,1866124,Latvia,428,World,900,220471,76.19,37997.82233,Christians,0.773684210526316,,,
184,807,MKD,1824359,World,900,North Macedonia,807,534616,77.395,22128.39461,Christians,0.647058823529412,Muslims,0.347593582887701,458211807
19044,807,MKD,1824359,North Macedonia,807,World,900,150902,77.395,22128.39461,Christians,0.647058823529412,Muslims,0.347593582887701,458211807
131,48,BHR,1588670,World,900,Bahrain,48,57160,81.284,52818.79538,Muslims,0.743243243243243,,,
12812,48,BHR,1588670,Bahrain,48,World,900,840202,81.284,52818.79538,Muslims,0.743243243243243,,,
126,626,TLS,1400638,World,900,Timor-Leste,626,109613,67.689,5434.594692,Christians,0.992481203007519,,,
12453,626,TLS,1400638,Timor-Leste,626,World,900,8303,67.689,5434.594692,Christians,0.992481203007519,,,
162,233,EST,1372341,World,900,Estonia,233,124216,79.153,40880.93044,Christians,0.526315789473684,Unaffiliated,0.43609022556391,496264001
16214,233,EST,1372341,Estonia,233,World,900,203046,79.153,40880.93044,Christians,0.526315789473684,Unaffiliated,0.43609022556391,496264001
225,780,TTO ,1368333,World,900,Trinidad and Tobago,780,323630,73.49,27000.14511,Christians,0.702702702702703,,,
22793,780,TTO ,1368333,Trinidad and Tobago,780,World,900,113478,73.49,27000.14511,Christians,0.702702702702703,,,
132,196,CYP,1358282,World,900,Cyprus,196,80760,81.648,45394.15625,Christians,0.676923076923077,Muslims,0.246153846153846,677030115
12879,196,CYP,1358282,Cyprus,196,World,900,202062,81.648,45394.15625,Christians,0.676923076923077,Muslims,0.246153846153846,677030115
36,480,MUS,1245779,World,900,Mauritius,480,114314,74.926,27279.96011,Hindus,0.484375,Christians,0.328125,286874588
6706,480,MUS,1245779,Mauritius,480,World,900,29142,74.926,27279.96011,Hindus,0.484375,Christians,0.328125,286874588
68,748,SWZ,1242822,World,900,Eswatini,748,11561,64.123,9919.08523,Christians,0.932773109243698,,,
8551,748,SWZ,1242822,Eswatini,748,World,900,33268,64.123,9919.08523,Christians,0.932773109243698,,,
30,262,DJI,1168722,World,900,Djibouti,262,3576,65.987,6367.606026,Muslims,0.972972972972973,,,55997202
6495,262,DJI,1168722,Djibouti,262,World,900,125996,65.987,6367.606026,Muslims,0.972972972972973,,,55997202
263,242,FJI,928784,World,900,Fiji,242,181025,67.316,12843.15889,Christians,0.703296703296703,,,430173427
27099,242,FJI,928784,Fiji,242,World,900,14362,67.316,12843.15889,Christians,0.703296703296703,,,430173427
29,174,COM,866628,World,900,Comoros,174,367574,66.777,3481.12144,Muslims,0.9875,,,282441619
6470,174,COM,866628,Comoros,174,World,900,12449,66.777,3481.12144,Muslims,0.9875,,,282441619
246,328,GUY,831087,World,900,Guyana,328,469649,70.18,46959.25173,Christians,0.654320987654321,Hindus,0.234567901234568,600000000
25160,328,GUY,831087,Guyana,328,World,900,54175,70.18,46959.25173,Christians,0.654320987654321,Hindus,0.234567901234568,600000000
266,90,SLB,819198,World,900,Solomon Islands,90,8352,70.528,2777.266749,Christians,0.959459459459459,,,95178837
27250,90,SLB,819198,Solomon Islands,90,World,900,2469,70.528,2777.266749,Christians,0.959459459459459,,,95178837
109,64,BTN,791524,World,900,Bhutan,64,66145,72.975,13842.80353,Buddhists,0.753246753246753,,,109604204
11603,64,BTN,791524,Bhutan,64,World,900,55705,72.975,13842.80353,Buddhists,0.753246753246753,,,109604204
100,446,MAC,687000,World,900,"China, Macao SAR",446,149247,,,Unaffiliated,0.676470588235294,Buddhists,0.191176470588235,135638996
11069,446,MAC,687000,"China, Macao SAR",446,World,900,426862,,,Unaffiliated,0.676470588235294,Buddhists,0.191176470588235,135638996
196,442,LUX,677012,World,900,Luxembourg,442,61859,82.229,85461.24833,Christians,0.666666666666667,Unaffiliated,0.253968253968254,2499573342
20462,442,LUX,677012,Luxembourg,442,World,900,344309,82.229,85461.24833,Christians,0.666666666666667,Unaffiliated,0.253968253968254,2499573342
249,740,SUR,634431,World,900,Suriname,740,258026,73.631,17344.38691,Christians,0.524590163934426,Hindus,0.229508196721311,160306201
25340,740,SUR,634431,Suriname,740,World,900,51902,73.631,17344.38691,Christians,0.524590163934426,Hindus,0.229508196721311,160306201
183,499,MNE,623525,World,900,Montenegro,499,90678,77.087,28026.3304,Christians,0.754098360655738,,,
18988,499,MNE,623525,Montenegro,499,World,900,92237,77.087,28026.3304,Christians,0.754098360655738,,,
182,470,MLT,568847,World,900,Malta,470,43940,83.299,52155.07487,Christians,0.884615384615385,,,
18859,470,MLT,568847,Malta,470,World,900,199466,83.299,52155.07487,Christians,0.884615384615385,,,
112,462,MDV,527799,World,900,Maldives,462,2773,81.041,19317.31882,Muslims,0.94,,,
11773,462,MDV,527799,Maldives,462,World,900,75099,81.041,19317.31882,Muslims,0.94,,,
75,132,CPV,524877,World,900,Cabo Verde,132,146396,76.059,8165.379172,Christians,0.784313725490196,,,333992294
9208,132,CPV,524877,Cabo Verde,132,World,900,16515,76.059,8165.379172,Christians,0.784313725490196,,,333992294
117,96,BRN,462721,World,900,Brunei Darussalam,96,46552,75.327,75826.87338,Muslims,0.822222222222222,,,
12064,96,BRN,462721,Brunei Darussalam,96,World,900,119933,75.327,75826.87338,Muslims,0.822222222222222,,,
229,84,BLZ,417072,World,900,Belize,84,7383,73.566,12343.07814,Christians,0.743589743589744,,,154149602
23126,84,BLZ,417072,Belize,84,World,900,68706,73.566,12343.07814,Christians,0.743589743589744,,,154149602
205,44,BHS,401283,World,900,Bahamas,44,2174,74.552,30974.68074,Christians,0.975,,,65929000
21503,44,BHS,401283,Bahamas,44,World,900,67285,74.552,30974.68074,Christians,0.975,,,65929000
165,352,ISL,386506,World,900,Iceland,352,23326,82.691,69116.93736,Christians,0.72972972972973,,,246075961
16741,352,ISL,386506,Iceland,352,World,900,98818,82.691,69116.93736,Christians,0.72972972972973,,,246075961
267,548,VUT,327777,World,900,Vanuatu,548,15202,71.477,3403.690193,Christians,0.833333333333333,,,
27294,548,VUT,327777,Vanuatu,548,World,900,3315,71.477,3403.690193,Christians,0.833333333333333,,,
264,540,NCL,292639,World,900,New Caledonia,540,5082,,,Christians,0.857142857142857,,,
27144,540,NCL,292639,New Caledonia,540,World,900,76738,,,Christians,0.857142857142857,,,
206,52,BRB,282467,World,900,Barbados,52,19558,76.178,17327.52047,Christians,0.785714285714286,,,85175892
21624,52,BRB,282467,Barbados,52,World,900,35187,76.178,17327.52047,Christians,0.785714285714286,,,85175892
279,258,PYF,281807,World,900,French Polynesia,258,2008,,,Christians,0.928571428571429,,,581560094
27787,258,PYF,281807,French Polynesia,258,World,900,30099,,,Christians,0.928571428571429,,,581560094
57,678,STP,235536,World,900,Sao Tome and Principe,678,41433,69.718,5583.423335,Christians,0.818181818181818,,,
7662,678,STP,235536,Sao Tome and Principe,678,World,900,1955,69.718,5583.423335,Christians,0.818181818181818,,,
281,882,WSM,218019,World,900,Samoa,882,119313,71.698,5952.016925,Christians,1,,,
27872,882,WSM,218019,Samoa,882,World,900,3843,71.698,5952.016925,Christians,1,,,
222,662,LCA,179744,World,900,Saint Lucia,662,21706,72.697,20899.78193,Christians,0.888888888888889,,,
22586,662,LCA,179744,Saint Lucia,662,World,900,8079,72.697,20899.78193,Christians,0.888888888888889,,,
269,316,GUM,167777,World,900,Guam,316,1179,,,Christians,0.9375,,,
27392,316,GUM,167777,Guam,316,World,900,84159,,,Christians,0.9375,,,
211,531,CUW,155967,World,900,Cura‡ao,531,10103,,,Christians,0.894736842105263,,,
21908,531,CUW,155967,Cura‡ao,531,World,900,80020,,,Christians,0.894736842105263,,,
270,296,KIR,134518,World,900,Kiribati,296,6306,66.473,4947.280426,Christians,0.923076923076923,,,14658387
27429,296,KIR,134518,Kiribati,296,World,900,3302,66.473,4947.280426,Christians,0.923076923076923,,,14658387
41,690,SYC,121354,World,900,Seychelles,690,22191,72.862,29195.03792,Christians,0.916666666666667,,,
6877,690,SYC,121354,Seychelles,690,World,900,13261,72.862,29195.03792,Christians,0.916666666666667,,,
214,308,GRD,117207,World,900,Grenada,308,26300,75.205,14349.02804,Christians,0.833333333333333,,,70237557
22207,308,GRD,117207,Grenada,308,World,900,7340,75.205,14349.02804,Christians,0.833333333333333,,,70237557
272,583,FSM,113160,World,900,Micronesia (Fed. States of),583,13568,67.198,4245.878243,Christians,1,,,
27491,583,FSM,113160,Micronesia (Fed. States of),583,World,900,2894,67.198,4245.878243,Christians,1,,,
204,533,ABW,107995,World,900,Aruba,533,29305,,,Christians,0.818181818181818,,,
21447,533,ABW,107995,Aruba,533,World,900,73494,,,Christians,0.818181818181818,,,
227,850,VIR,104377,World,900,United States Virgin Islands,850,4047,,,Christians,0.888888888888889,,,
22870,850,VIR,104377,United States Virgin Islands,850,World,900,56779,,,Christians,0.888888888888889,,,
283,776,TON,104175,World,900,Tonga,776,53237,72.895,7438.210092,Christians,0.909090909090909,,,
27948,776,TON,104175,Tonga,776,World,900,3581,72.895,7438.210092,Christians,0.909090909090909,,,
223,670,VCT,100616,World,900,Saint Vincent and the Grenadines,670,35264,71.23,17246.63609,Christians,0.9,,,
22691,670,VCT,100616,Saint Vincent and the Grenadines,670,World,900,4820,71.23,17246.63609,Christians,0.9,,,
203,,ATG,93772,World,900,Antigua and Barbuda,28,13111,77.598,27386.51793,,,,,26278875
21349,,ATG,93772,Antigua and Barbuda,28,World,900,30473,77.598,27386.51793,,,,,26278875
167,,IMN,84160,World,900,Isle of Man,833,908,,,,,,,
17031,,IMN,84160,Isle of Man,833,World,900,43693,,,,,,,
175,,AND,81938,World,900,Andorra,20,1982,84.041,64631.0749,,,,,52335881
18186,,AND,81938,Andorra,20,World,900,48408,84.041,64631.0749,,,,,52335881
209,,CYM,74457,World,900,Cayman Islands,136,609,,,,,,,10213438
21732,,CYM,74457,Cayman Islands,136,World,900,31935,,,,,,,10213438
212,,DMA,66205,World,900,Dominica,212,21384,71.132,16001.12551,,,,,38629993
21986,,DMA,66205,Dominica,212,World,900,8440,71.132,16001.12551,,,,,38629993
253,,BMU,64636,World,900,Bermuda,60,1100,,,,,,,2346000000
25753,,BMU,64636,Bermuda,60,World,900,20171,,,,,,,2346000000
255,,GRL,56836,World,900,Greenland,304,18491,,,,,,,
26009,,GRL,56836,Greenland,304,World,900,5812,,,,,,,
163,,FRO,54681,World,900,Faroe Islands,234,12282,,,,,,,
16429,,FRO,54681,Faroe Islands,234,World,900,8101,,,,,,,
221,,KNA,46843,World,900,Saint Kitts and Nevis,659,13872,72.145,29105.43743,,,,,36437261
22557,,KNA,46843,Saint Kitts and Nevis,659,World,900,7958,72.145,29105.43743,,,,,36437261
277,,ASM,46765,World,900,American Samoa,16,3362,,,,,,,
27714,,ASM,46765,American Samoa,16,World,900,23684,,,,,,,
226,,TCA,46535,World,900,Turks and Caicos Islands,796,2663,,,,,,,
22842,,TCA,46535,Turks and Caicos Islands,796,World,900,28455,,,,,,,
274,,MNP,44278,World,900,Northern Mariana Islands,580,2779,,,,,,,
27565,,MNP,44278,Northern Mariana Islands,580,World,900,22000,,,,,,,
224,,SXM,43350,World,900,Sint Maarten (Dutch part),534,2464,,,,,,,48417966
22727,,SXM,43350,Sint Maarten (Dutch part),534,World,900,30148,,,,,,,48417966
195,,LIE,40450,World,900,Liechtenstein,438,346,83.63,166811.6741,,,,,
20285,,LIE,40450,Liechtenstein,438,World,900,27669,83.63,166811.6741,,,,,
208,,VGB,39471,World,900,British Virgin Islands,92,6185,,,,,,,
21679,,VGB,39471,British Virgin Islands,92,World,900,24520,,,,,,,
178,,GIB,39329,World,900,Gibraltar,292,474,,,,,,,
18379,,GIB,39329,Gibraltar,292,World,900,11291,,,,,,,
197,,MCO,38631,World,900,Monaco,492,36682,86.372,,,,,,
20693,,MCO,38631,Monaco,492,World,900,27106,86.372,,,,,,
271,,MHL,37548,World,900,Marshall Islands,584,400,66.945,7223.860831,,,,,34450053
27460,,MHL,37548,Marshall Islands,584,World,900,3309,66.945,7223.860831,,,,,34450053
186,,SMR,33977,World,900,San Marino,674,1991,85.706,64706.37558,,,,,21041053
19263,,SMR,33977,San Marino,674,World,900,5838,85.706,64706.37558,,,,,21041053
22690,,MAF,26129,Saint Martin (French part),663,World,900,0,,,,,,,
275,,PLW,17695,World,900,Palau,585,2674,69.269,16034.51036,,,,,1953000
27607,,PLW,17695,Palau,585,World,900,5212,69.269,16034.51036,,,,,1953000
273,,NRU,11947,World,900,Nauru,520,2484,62.109,19642.3777,,,,,2235115
27527,,NRU,11947,Nauru,520,World,900,2548,62.109,19642.3777,,,,,2235115
284,,TUV,9646,World,900,Tuvalu,798,1239,67.105,7005.520781,,,,,2000000
27976,,TUV,9646,Tuvalu,798,World,900,246,67.105,7005.520781,,,,,2000000
